id,data_inversa,dia_semana,horário,uf,br,km,município,causa_acidente,tipo_acidente,classificacao_acidente,fase_dia,sentido_via,condicao_metereologica,tipo_pista,tracado_via,uso_solo,pessoas,mortos,feridos_leves,feridos_graves,ilesos,ignorados,feridos,veiculos,latitude,longitude,regional,delegacia,uop
120149,08/03/18,quinta-feira,17:55:00,PB,230,24,JOÃO PESSOA,Velocidade Incompatível,Engavetamento,Com Vítimas Feridas,Anoitecer,Decrescente,Céu Claro,Dupla,Não Informado,Sim,4,0,1,0,3,0,1,3,"-7,1637","-34,8618",SR-PB,DEL14/1,UOP00/PB
116907,09/03/18,sexta-feira,11:30:00,PB,230,"27,9",JOÃO PESSOA,Defeito Mecânico no Veículo,Colisão com objeto estático,Sem Vítimas,Pleno dia,Crescente,Sol,Simples,Curva,Sim,1,0,0,0,1,0,0,1,"-7,1651","-34,8941",SR-PB,DEL14/1,UOP00/PB
117021,09/03/18,sexta-feira,18:20:00,PB,230,"467,9",SOUSA,Falta de Atenção à Condução,Colisão traseira,Com Vítimas Feridas,Anoitecer,Crescente,Céu Claro,Simples,Reta,Não,6,0,0,3,2,1,3,3,"-6,7813","-38,2606",SR-PB,DEL14/3,UOP03/PB
117079,09/03/18,sexta-feira,22:20:00,PB,230,"234,2",JUAZEIRINHO,Velocidade Incompatível,Atropelamento de Animal,Com Vítimas Feridas,Plena Noite,Crescente,Céu Claro,Simples,Reta,Não,3,0,1,0,2,0,1,1,"-7,043813","-36,52056634",SR-PB,DEL14/2,UOP02/PB
117756,09/03/18,sexta-feira,19:45:00,PB,230,56,CRUZ DO ESPÍRITO SANTO,Defeito Mecânico no Veículo,Saída de leito carroçável,Com Vítimas Feridas,Plena Noite,Crescente,Céu Claro,Dupla,Reta,Não,2,0,1,1,0,0,2,1,"-7,20565","-35,11104",SR-PB,DEL14/1,UOP02/PB
117199,10/03/18,sábado,09:00:00,PB,361,"110,8",ITAPORANGA,Velocidade Incompatível,Colisão transversal,Com Vítimas Feridas,Pleno dia,Crescente,Nublado,Simples,Reta,Sim,2,0,1,0,1,0,1,2,"-7,298814","-38,14613964",SR-PB,DEL14/3,UOP01/PB
117219,10/03/18,sábado,12:20:00,PB,230,"111,9",INGÁ,Desobediência às normas de trânsito pelo condutor,Colisão lateral,Sem Vítimas,Pleno dia,Crescente,Céu Claro,Dupla,Retorno Regulamentado,Não,2,0,0,0,1,1,0,2,"-7,2086","-35,5736",SR-PB,DEL14/1,UOP02/PB
117240,10/03/18,sábado,14:20:00,PB,101,"88,9",JOÃO PESSOA,Desobediência às normas de trânsito pelo condutor,Colisão transversal,Com Vítimas Feridas,Pleno dia,Crescente,Sol,Múltipla,Retorno Regulamentado,Sim,2,0,2,0,0,0,2,2,"-7,18118715","-34,90082932",SR-PB,DEL14/1,UOP00/PB
117255,10/03/18,sábado,15:43:00,PB,230,"33,8",SANTA RITA,Defeito Mecânico no Veículo,Colisão com objeto estático,Com Vítimas Feridas,Pleno dia,Crescente,Céu Claro,Múltipla,Reta,Não,2,0,1,0,1,0,1,1,"-7,12608171","-34,94334698",SR-PB,DEL14/1,UOP00/PB
117281,10/03/18,sábado,16:45:00,PB,230,"4,1",CABEDELO,Falta de Atenção à Condução,Colisão transversal,Com Vítimas Feridas,Anoitecer,Decrescente,Céu Claro,Dupla,Reta,Sim,3,0,1,0,1,1,1,2,-7,"-34,832057",SR-PB,DEL14/1,UOP00/PB
117555,11/03/18,domingo,16:45:00,PB,101,117,CAAPORA,Ingestão de Álcool,Saída de leito carroçável,Sem Vítimas,Pleno dia,Crescente,Céu Claro,Dupla,Não Informado,Não,1,0,0,0,1,0,0,1,"-7,415254","-34,958137",SR-PB,DEL14/1,UOP01/PB
117624,11/03/18,domingo,19:00:00,PB,104,"117,7",CAMPINA GRANDE,Não guardar distância de segurança,Colisão traseira,Com Vítimas Feridas,Plena Noite,Crescente,Céu Claro,Simples,Reta,Não,3,0,1,0,2,0,1,2,"-7,20777623","-35,87924485",SR-PB,DEL14/2,UOP04/PB
117659,11/03/18,domingo,23:00:00,PB,405,"10,3",UIRAÚNA,Animais na Pista,Atropelamento de Animal,Com Vítimas Feridas,Plena Noite,Crescente,Céu Claro,Simples,Reta,Não,1,0,0,1,0,0,1,1,"-6,530987","-38,414745",SR-PB,DEL14/3,UOP03/PB
117672,12/03/18,segunda-feira,01:20:00,PB,104,"135,3",QUEIMADAS,Ingestão de Álcool,Saída de leito carroçável,Com Vítimas Feridas,Plena Noite,Decrescente,Ignorado,Simples,Reta,Não,1,0,0,1,0,0,1,1,"-7,33689138","-35,89929583",SR-PB,DEL14/2,UOP03/PB
117729,12/03/18,segunda-feira,08:45:00,PB,101,"88,3",JOÃO PESSOA,Desobediência às normas de trânsito pelo condutor,Colisão lateral,Com Vítimas Feridas,Pleno dia,Crescente,Céu Claro,Dupla,Curva,Não,2,0,0,1,1,0,1,2,"-7,1716","-34,8978",SR-PB,DEL14/1,UOP00/PB
117745,12/03/18,segunda-feira,08:00:00,PB,230,505,CAJAZEIRAS,Objeto estático sobre o leito carroçável,Tombamento,Com Vítimas Feridas,Pleno dia,Decrescente,Céu Claro,Simples,Reta,Sim,1,0,1,0,0,0,1,1,"-6,899448","-38,549242",SR-PB,DEL14/3,UOP03/PB
117943,13/03/18,terça-feira,08:20:00,PB,101,"9,2",MAMANGUAPE,Defeito na Via,Saída de leito carroçável,Sem Vítimas,Pleno dia,Decrescente,Céu Claro,Dupla,Reta,Não,1,0,0,0,1,0,0,1,"-6,5710261","-35,1443367",SR-PB,DEL14/1,UOP03/PB
117985,13/03/18,terça-feira,11:45:00,PB,230,"22,8",JOÃO PESSOA,Falta de Atenção à Condução,Colisão traseira,Sem Vítimas,Pleno dia,Decrescente,Céu Claro,Dupla,Reta,Sim,3,0,0,0,3,0,0,3,"-7,1495","-34,8517",SR-PB,DEL14/1,UOP00/PB
118024,13/03/18,terça-feira,15:45:00,PB,230,"26,1",JOÃO PESSOA,Não guardar distância de segurança,Colisão traseira,Sem Vítimas,Pleno dia,Decrescente,Céu Claro,Múltipla,Reta,Sim,3,0,0,0,2,1,0,3,"-7,169246","-34,879638",SR-PB,DEL14/1,UOP00/PB
118273,14/03/18,quarta-feira,20:15:00,PB,104,"117,7",CAMPINA GRANDE,Ingestão de Álcool,Colisão traseira,Com Vítimas Feridas,Plena Noite,Decrescente,Céu Claro,Simples,Reta,Sim,3,0,2,0,1,0,2,2,"-7,190404","-35,867401",SR-PB,DEL14/2,UOP04/PB
118375,15/03/18,quinta-feira,09:30:00,PB,104,130,CAMPINA GRANDE,Não guardar distância de segurança,Colisão traseira,Sem Vítimas,Pleno dia,Decrescente,Céu Claro,Simples,Reta,Sim,2,0,0,0,2,0,0,2,"-7,29014","-35,890297",SR-PB,DEL14/2,UOP01/PB
118483,15/03/18,quinta-feira,18:10:00,PB,230,"500,7",CAJAZEIRAS,Falta de Atenção do Pedestre,Atropelamento de Pedestre,Com Vítimas Feridas,Plena Noite,Decrescente,Céu Claro,Simples,Reta,Sim,2,0,0,2,0,0,2,1,"-6,897359","-38,527044",SR-PB,DEL14/3,UOP03/PB
118496,15/03/18,quinta-feira,19:40:00,PB,104,"137,3",QUEIMADAS,Desobediência às normas de trânsito pelo condutor,Atropelamento de Pedestre,Com Vítimas Feridas,Plena Noite,Crescente,Nublado,Simples,Reta,Sim,2,0,2,0,0,0,2,1,"-7,352324","-35,900944",SR-PB,DEL14/2,UOP03/PB
118501,15/03/18,quinta-feira,19:40:00,PB,230,"32,3",BAYEUX,Velocidade Incompatível,Colisão com objeto estático,Sem Vítimas,Plena Noite,Crescente,Céu Claro,Dupla,Reta,Sim,1,0,0,0,0,1,0,1,"-7,14092628","-34,92158085",SR-PB,DEL14/1,UOP00/PB
176579,15/03/18,quinta-feira,07:45:00,PB,230,24,JOÃO PESSOA,Não guardar distância de segurança,Colisão traseira,Com Vítimas Feridas,Pleno dia,Decrescente,Céu Claro,Dupla,Não Informado,Sim,3,0,2,0,1,0,2,2,"-7,166362","-34,86329",SR-PB,DEL14/1,UOP00/PB
118568,16/03/18,sexta-feira,06:30:00,PB,101,"122,7",CAAPORA,Defeito na Via,Colisão com objeto estático,Com Vítimas Feridas,Pleno dia,Crescente,Garoa/Chuvisco,Dupla,Não Informado,Não,1,0,1,0,0,0,1,1,"-7,457802","-34,980952",SR-PB,DEL14/1,UOP01/PB
118710,16/03/18,sexta-feira,16:25:00,PB,101,"85,7",BAYEUX,Falta de Atenção à Condução,Colisão traseira,Sem Vítimas,Pleno dia,Crescente,Céu Claro,Dupla,Reta,Não,2,0,0,0,2,0,0,2,"-7,1507","-34,9106",SR-PB,DEL14/1,UOP00/PB
118743,16/03/18,sexta-feira,12:50:00,PB,230,"4,4",CABEDELO,Falta de Atenção à Condução,Colisão com objeto em movimento,Com Vítimas Feridas,Pleno dia,Crescente,Céu Claro,Simples,Não Informado,Sim,2,0,1,0,0,1,1,2,"-7,00447716","-34,82918948",SR-PB,DEL14/1,UOP00/PB
118797,16/03/18,sexta-feira,21:40:00,PB,230,"21,1",JOÃO PESSOA,Defeito na Via,Tombamento,Com Vítimas Feridas,Plena Noite,Crescente,Céu Claro,Dupla,Reta,Sim,1,0,1,0,0,0,1,1,"-7,14205","-34,851843",SR-PB,DEL14/1,UOP00/PB
118891,17/03/18,sábado,07:55:00,PB,230,"23,1",JOÃO PESSOA,Não guardar distância de segurança,Colisão traseira,Com Vítimas Feridas,Pleno dia,Decrescente,Sol,Dupla,Reta,Sim,3,0,0,2,1,0,2,2,"-7,164155","-34,86052",SR-PB,DEL14/1,UOP00/PB
118893,17/03/18,sábado,07:15:00,PB,230,"112,6",INGÁ,Defeito Mecânico no Veículo,Incêndio,Sem Vítimas,Pleno dia,Decrescente,Sol,Dupla,Reta,Não,1,0,0,0,1,0,0,1,"-7,22382246","-35,59085373",SR-PB,DEL14/1,UOP02/PB
119026,17/03/18,sábado,18:30:00,PB,101,"75,3",SANTA RITA,Desobediência às normas de trânsito pelo condutor,Colisão transversal,Com Vítimas Feridas,Plena Noite,Crescente,Céu Claro,Dupla,Curva,Não,3,0,2,0,1,0,2,2,"-7,085","-34,97",SR-PB,DEL14/1,UOP00/PB
119055,17/03/18,sábado,22:20:00,PB,230,"27,8",JOÃO PESSOA,Ingestão de Álcool,Colisão lateral,Com Vítimas Feridas,Plena Noite,Decrescente,Céu Claro,Dupla,Viaduto,Sim,2,0,1,0,1,0,1,2,"-7,165678","-34,89631",SR-PB,DEL14/1,UOP00/PB
148637,17/03/18,sábado,21:50:00,PB,230,1,CABEDELO,Falta de Atenção à Condução,Colisão frontal,Com Vítimas Feridas,Plena Noite,Crescente,Nublado,Simples,Interseção de vias,Sim,2,0,1,0,1,0,1,2,"-6,9753","-34,8318",SR-PB,DEL14/1,UOP00/PB
119172,18/03/18,domingo,09:55:00,PB,101,"96,1",CONDE,Desobediência às normas de trânsito pelo condutor,Colisão lateral,Com Vítimas Feridas,Pleno dia,Decrescente,Céu Claro,Dupla,Reta,Não,2,0,2,0,0,0,2,2,"-7,2384","-34,9267",SR-PB,DEL14/1,UOP01/PB
119182,18/03/18,domingo,11:40:00,PB,230,"18,6",JOÃO PESSOA,Falta de Atenção à Condução,Queda de ocupante de veículo,Com Vítimas Feridas,Pleno dia,Crescente,Sol,Dupla,Curva,Sim,1,0,1,0,0,0,1,1,"-7,1198","-34,8453",SR-PB,DEL14/1,UOP00/PB
119216,18/03/18,domingo,16:00:00,PB,230,24,JOÃO PESSOA,Ingestão de Álcool,Colisão lateral,Sem Vítimas,Pleno dia,Decrescente,Céu Claro,Dupla,Curva,Sim,2,0,0,0,2,0,0,2,"-7,169596","-34,865192",SR-PB,DEL14/1,UOP00/PB
119272,18/03/18,domingo,19:00:00,PB,230,"217,4",SOLEDADE,Animais na Pista,Atropelamento de Animal,Sem Vítimas,Plena Noite,Decrescente,Céu Claro,Simples,Reta,Não,1,0,0,0,1,0,0,1,"-7,0492","-36,3843",SR-PB,DEL14/2,UOP02/PB
119303,18/03/18,domingo,18:20:00,PB,230,"232,5",JUAZEIRINHO,Deficiência ou não Acionamento do Sistema de Iluminação/Sinalização do Veículo,Colisão traseira,Com Vítimas Feridas,Plena Noite,Decrescente,Céu Claro,Simples,Não Informado,Não,4,0,0,1,2,1,1,2,"-7,0338","-36,5016",SR-PB,DEL14/2,UOP02/PB
119321,18/03/18,domingo,21:28:00,PB,361,"3,9",PATOS,Falta de Atenção à Condução,Colisão lateral,Com Vítimas Feridas,Plena Noite,Decrescente,Céu Claro,Simples,Reta,Sim,2,0,1,0,0,1,1,2,"-7,018599","-37,26078",SR-PB,DEL14/3,UOP01/PB
184346,18/03/18,domingo,22:30:00,PB,230,32,BAYEUX,Animais na Pista,Atropelamento de Animal,Com Vítimas Feridas,Plena Noite,Decrescente,Céu Claro,Dupla,Reta,Não,6,0,4,0,2,0,4,3,"-7,142473","-34,919894",SR-PB,DEL14/1,UOP00/PB
119335,19/03/18,segunda-feira,00:40:00,PB,230,"19,2",JOÃO PESSOA,Falta de Atenção à Condução,Colisão com objeto estático,Sem Vítimas,Plena Noite,Crescente,Céu Claro,Dupla,Reta,Não,2,0,0,0,2,0,0,1,"-7,1324216","-34,8534358",SR-PB,DEL14/1,UOP00/PB
119423,19/03/18,segunda-feira,12:00:00,PB,104,133,QUEIMADAS,Não guardar distância de segurança,Colisão traseira,Com Vítimas Feridas,Pleno dia,Decrescente,Céu Claro,Simples,Reta,Sim,2,0,1,0,1,0,1,2,"-7,316772","-35,895016",SR-PB,DEL14/2,UOP03/PB
119435,19/03/18,segunda-feira,13:20:00,PB,230,"127,2",CAMPINA GRANDE,Velocidade Incompatível,Saída de leito carroçável,Sem Vítimas,Pleno dia,Decrescente,Céu Claro,Dupla,Curva,Não,1,0,0,0,1,0,0,1,"-7,26711885","-35,69801331",SR-PB,DEL14/2,UOP01/PB
119443,19/03/18,segunda-feira,11:20:00,PB,230,"496,9",CAJAZEIRAS,Falta de Atenção à Condução,Saída de leito carroçável,Com Vítimas Feridas,Pleno dia,Decrescente,Céu Claro,Simples,Reta,Não,1,0,0,1,0,0,1,1,"-6,898057","-38,495751",SR-PB,DEL14/3,UOP03/PB
119486,19/03/18,segunda-feira,15:50:00,PB,230,"230,5",JUAZEIRINHO,Não guardar distância de segurança,Colisão traseira,Sem Vítimas,Pleno dia,Decrescente,Céu Claro,Simples,Reta,Não,2,0,0,0,2,0,0,2,"-7,0341127","-36,48422241",SR-PB,DEL14/2,UOP02/PB
119577,20/03/18,terça-feira,05:40:00,PB,101,84,BAYEUX,Condutor Dormindo,Colisão com objeto estático,Com Vítimas Feridas,Pleno dia,Decrescente,Céu Claro,Dupla,Reta,Sim,2,0,1,0,0,1,1,1,"-7,1409417","-34,9216174",SR-PB,DEL14/1,UOP00/PB
119746,20/03/18,terça-feira,20:15:00,PB,104,"114,5",LAGOA SECA,Falta de Atenção à Condução,Colisão lateral,Sem Vítimas,Plena Noite,Decrescente,Céu Claro,Simples,Não Informado,Não,3,0,0,0,3,0,0,2,"-7,1652005","-35,8581962",SR-PB,DEL14/2,UOP04/PB
119758,20/03/18,terça-feira,22:00:00,PB,230,505,CAJAZEIRAS,Falta de Atenção à Condução,Colisão lateral,Com Vítimas Feridas,Plena Noite,Crescente,Céu Claro,Simples,Curva,Sim,3,0,0,1,2,0,1,2,"-6,8995","-38,5494",SR-PB,DEL14/3,UOP03/PB
131718,20/03/18,terça-feira,04:40:00,PB,116,"9,2",CACHOEIRA DOS ÍNDIOS,Pista Escorregadia,Saída de leito carroçável,Com Vítimas Feridas,Amanhecer,Decrescente,Chuva,Simples,Curva,Sim,1,0,1,0,0,0,1,1,"-6,97340401","-38,73525023",SR-CE,DEL16/5,UOP03/CE
119877,21/03/18,quarta-feira,12:00:00,PB,230,"172,8",CAMPINA GRANDE,Falta de Atenção à Condução,Saída de leito carroçável,Com Vítimas Feridas,Pleno dia,Crescente,Sol,Simples,Reta,Não,1,0,1,0,0,0,1,1,"-7,18873669","-36,0156555",SR-PB,DEL14/2,UOP02/PB
119946,21/03/18,quarta-feira,16:50:00,PB,412,"6,8",BOA VISTA,Falta de Atenção à Condução,Saída de leito carroçável,Com Vítimas Feridas,Anoitecer,Crescente,Sol,Simples,Reta,Não,1,0,1,0,0,0,1,1,"-7,180256","-36,152355",SR-PB,DEL14/2,UOP02/PB
119957,21/03/18,quarta-feira,16:00:00,PB,101,"67,5",SANTA RITA,Mal Súbito,Saída de leito carroçável,Com Vítimas Feridas,Pleno dia,Decrescente,Sol,Dupla,Reta,Não,1,0,0,1,0,0,1,1,"-7,07338685","-35,00312805",SR-PB,DEL14/1,UOP03/PB
120014,22/03/18,quinta-feira,06:47:00,PB,230,27,JOÃO PESSOA,Ingestão de Álcool,Colisão com objeto estático,Com Vítimas Feridas,Pleno dia,Crescente,Céu Claro,Dupla,Reta,Sim,1,0,1,0,0,0,1,1,"-7,1677","-34,8855",SR-PB,DEL14/1,UOP00/PB
120026,22/03/18,quinta-feira,05:30:00,PB,230,"26,9",JOÃO PESSOA,Pista Escorregadia,Tombamento,Com Vítimas Feridas,Pleno dia,Crescente,Céu Claro,Dupla,Viaduto,Sim,1,0,1,0,0,0,1,1,"-7,165309","-34,898204",SR-PB,DEL14/1,UOP00/PB
120027,22/03/18,quinta-feira,05:30:00,PB,230,28,JOÃO PESSOA,Pista Escorregadia,Tombamento,Com Vítimas Feridas,Pleno dia,Crescente,Céu Claro,Dupla,Curva,Sim,1,0,1,0,0,0,1,1,"-7,165309","-34,898204",SR-PB,DEL14/1,UOP00/PB
120119,22/03/18,quinta-feira,15:40:00,PB,230,17,JOÃO PESSOA,Falta de Atenção à Condução,Colisão lateral,Com Vítimas Feridas,Pleno dia,Crescente,Céu Claro,Dupla,Reta,Sim,3,0,1,0,2,0,1,2,"-7,1182278","-34,8443474",SR-PB,DEL14/1,UOP00/PB
120198,22/03/18,quinta-feira,21:25:00,PB,101,89,JOÃO PESSOA,Ingestão de Álcool,Atropelamento de Pedestre,Com Vítimas Feridas,Plena Noite,Decrescente,Céu Claro,Dupla,Reta,Sim,3,0,3,0,0,0,3,1,"-7,174583","-34,89864",SR-PB,DEL14/1,UOP01/PB
120199,22/03/18,quinta-feira,21:30:00,PB,230,40,SANTA RITA,Falta de Atenção à Condução,Colisão traseira,Sem Vítimas,Plena Noite,Decrescente,Céu Claro,Dupla,Reta,Não,2,0,0,0,1,1,0,2,"-7,14779702","-34,99427965",SR-PB,DEL14/1,UOP00/PB
130100,22/03/18,quinta-feira,15:40:00,PB,104,"29,5",CUITE,Falta de Atenção à Condução,Colisão transversal,Com Vítimas Feridas,Pleno dia,Crescente,Sol,Simples,Interseção de vias,Não,3,0,1,0,2,0,1,2,"-6,642181","-36,150864",SR-PB,DEL14/2,UOP04/PB
120258,23/03/18,sexta-feira,07:50:00,PB,230,"19,3",JOÃO PESSOA,Falta de Atenção à Condução,Engavetamento,Sem Vítimas,Pleno dia,Crescente,Sol,Múltipla,Reta,Sim,4,0,0,0,4,0,0,4,"-7,1281","-34,8466",SR-PB,DEL14/1,UOP00/PB
120282,23/03/18,sexta-feira,09:45:00,PB,230,165,CAMPINA GRANDE,Não guardar distância de segurança,Colisão traseira,Sem Vítimas,Pleno dia,Crescente,Céu Claro,Simples,Reta,Sim,2,0,0,0,2,0,0,2,"-7,2051","-35,951",SR-PB,DEL14/2,UOP02/PB
120378,23/03/18,sexta-feira,17:55:00,PB,101,83,BAYEUX,Falta de Atenção à Condução,Colisão traseira,Com Vítimas Feridas,Plena Noite,Crescente,Céu Claro,Dupla,Reta,Sim,3,0,1,0,2,0,1,2,"-7,1352768","-34,9280708",SR-PB,DEL14/1,UOP00/PB
120380,23/03/18,sexta-feira,16:05:00,PB,230,153,CAMPINA GRANDE,Desobediência às normas de trânsito pelo condutor,Colisão transversal,Com Vítimas Feridas,Pleno dia,Crescente,Céu Claro,Simples,Reta,Sim,2,0,0,1,1,0,1,2,"-7,27837332","-35,89682937",SR-PB,DEL14/2,UOP01/PB
120457,24/03/18,sábado,04:45:00,PB,230,"47,8",SANTA RITA,Defeito Mecânico no Veículo,Saída de leito carroçável,Sem Vítimas,Amanhecer,Crescente,Chuva,Dupla,Reta,Não,1,0,0,0,0,1,0,1,-7,-35,SR-PB,DEL14/1,UOP02/PB
120722,24/03/18,sábado,21:40:00,PB,230,"25,5",JOÃO PESSOA,Ingestão de Álcool,Colisão lateral,Sem Vítimas,Plena Noite,Decrescente,Chuva,Múltipla,Não Informado,Sim,3,0,0,0,2,1,0,2,"-7,1707","-34,8684",SR-PB,DEL14/1,UOP00/PB
120812,25/03/18,domingo,08:15:00,PB,230,"5,9",CABEDELO,Falta de Atenção do Pedestre,Atropelamento de Pedestre,Com Vítimas Feridas,Pleno dia,Decrescente,Chuva,Dupla,Não Informado,Sim,2,0,2,0,0,0,2,1,"-7,021119","-34,835859",SR-PB,DEL14/1,UOP00/PB
120824,25/03/18,domingo,10:15:00,PB,230,"27,8",JOÃO PESSOA,Avarias e/ou desgaste excessivo no pneu,Capotamento,Com Vítimas Feridas,Pleno dia,Decrescente,Nublado,Simples,Interseção de vias,Sim,1,0,1,0,0,0,1,1,"-7,16493782","-34,89601135",SR-PB,DEL14/1,UOP00/PB
120844,25/03/18,domingo,11:45:00,PB,101,"34,5",MAMANGUAPE,Defeito na Via,Colisão com objeto estático,Sem Vítimas,Pleno dia,Decrescente,Chuva,Dupla,Reta,Não,1,0,0,0,1,0,0,1,"-6,80780766","-35,1411438",SR-PB,DEL14/1,UOP03/PB
120859,25/03/18,domingo,12:30:00,PB,101,15,MAMANGUAPE,Pista Escorregadia,Saída de leito carroçável,Com Vítimas Feridas,Pleno dia,Crescente,Chuva,Dupla,Reta,Não,2,0,1,0,1,0,1,1,"-6,8209867","-35,1386084",SR-PB,DEL14/1,UOP03/PB
120942,25/03/18,domingo,19:00:00,PB,230,"35,5",SANTA RITA,Ingestão de Álcool,Queda de ocupante de veículo,Com Vítimas Feridas,Plena Noite,Decrescente,Nublado,Dupla,Desvio Temporário,Sim,1,0,1,0,0,0,1,1,"-7,1268","-34,9412",SR-PB,DEL14/1,UOP00/PB
120979,25/03/18,domingo,16:00:00,PB,361,38,CATINGUEIRA,Falta de Atenção à Condução,Saída de leito carroçável,Sem Vítimas,Pleno dia,Decrescente,Garoa/Chuvisco,Simples,Não Informado,Não,1,0,0,0,0,1,0,1,"-7,093512","-37,587964",SR-PB,DEL14/3,UOP01/PB
121520,25/03/18,domingo,22:30:00,PB,230,"464,2",SOUSA,Ingestão de Álcool,Colisão transversal,Com Vítimas Feridas,Plena Noite,Crescente,Garoa/Chuvisco,Simples,Interseção de vias,Sim,3,0,1,1,0,1,2,2,"-6,77862342","-38,23565588",SR-PB,DEL14/3,UOP03/PB
121083,26/03/18,segunda-feira,09:16:00,PB,101,"84,1",BAYEUX,Sinalização da via insuficiente ou inadequada,Colisão traseira,Sem Vítimas,Pleno dia,Decrescente,Sol,Dupla,Reta,Sim,2,0,0,0,2,0,0,2,"-7,140165","-34,922444",SR-PB,DEL14/1,UOP00/PB
121096,26/03/18,segunda-feira,11:15:00,PB,101,"122,4",CAAPORA,Velocidade Incompatível,Colisão com objeto estático,Sem Vítimas,Pleno dia,Crescente,Chuva,Múltipla,Curva,Não,1,0,0,0,1,0,0,1,"-7,4681","-34,9768",SR-PB,DEL14/1,UOP01/PB
121122,26/03/18,segunda-feira,13:20:00,PB,101,"11,6",MAMANGUAPE,Falta de Atenção à Condução,Colisão transversal,Com Vítimas Feridas,Pleno dia,Decrescente,Sol,Dupla,Reta,Sim,2,0,0,2,0,0,2,2,"-6,821","-35,139",SR-PB,DEL14/1,UOP03/PB
121242,27/03/18,terça-feira,00:00:00,PB,230,"81,9",CALDAS BRANDAO,Animais na Pista,Atropelamento de Animal,Com Vítimas Feridas,Plena Noite,Decrescente,Céu Claro,Simples,Desvio Temporário,Sim,1,0,1,0,0,0,1,1,"-7,172983","-35,335486",SR-PB,DEL14/1,UOP02/PB
121303,27/03/18,terça-feira,10:10:00,PB,230,17,JOÃO PESSOA,Não guardar distância de segurança,Colisão traseira,Com Vítimas Feridas,Pleno dia,Decrescente,Céu Claro,Dupla,Curva,Sim,2,0,1,0,0,1,1,2,"-7,1121","-34,8426",SR-PB,DEL14/1,UOP00/PB
121399,27/03/18,terça-feira,18:40:00,PB,101,82,BAYEUX,Ingestão de álcool e/ou substâncias psicoativas pelo pedestre,Atropelamento de Pedestre,Com Vítimas Feridas,Plena Noite,Crescente,Céu Claro,Dupla,Reta,Sim,2,0,0,1,1,0,1,1,"-7,1268","-34,9412",SR-PB,DEL14/1,UOP00/PB
216344,27/03/18,terça-feira,00:17:00,PB,101,"41,9",MAMANGUAPE,Velocidade Incompatível,Tombamento,Com Vítimas Feridas,Plena Noite,Decrescente,Céu Claro,Dupla,Curva,Não,1,0,1,0,0,0,1,1,"-6,855681","-35,134446",SR-PB,DEL14/1,UOP03/PB
121474,28/03/18,quarta-feira,05:20:00,PB,230,31,BAYEUX,Defeito na Via,Colisão lateral,Com Vítimas Feridas,Pleno dia,Crescente,Chuva,Dupla,Reta,Sim,2,0,1,0,1,0,1,2,"-7,144909","-34,917291",SR-PB,DEL14/1,UOP00/PB
121495,28/03/18,quarta-feira,07:00:00,PB,230,153,CAMPINA GRANDE,Desobediência às normas de trânsito pelo condutor,Colisão transversal,Sem Vítimas,Pleno dia,Crescente,Céu Claro,Simples,Reta,Sim,2,0,0,0,2,0,0,2,"-7,2763","-35,8887",SR-PB,DEL14/2,UOP01/PB
121503,28/03/18,quarta-feira,07:40:00,PB,230,28,JOÃO PESSOA,Pista Escorregadia,Colisão com objeto estático,Sem Vítimas,Pleno dia,Decrescente,Chuva,Simples,Curva,Sim,1,0,0,0,1,0,0,1,"-7,165977","-34,8946",SR-PB,DEL14/1,UOP00/PB
121544,28/03/18,quarta-feira,11:00:00,PB,101,29,RIO TINTO,Defeito Mecânico no Veículo,Saída de leito carroçável,Com Vítimas Feridas,Pleno dia,Crescente,Chuva,Dupla,Retorno Regulamentado,Não,2,0,2,0,0,0,2,1,"-6,7526","-35,1338",SR-PB,DEL14/1,UOP03/PB
121628,28/03/18,quarta-feira,20:40:00,PB,230,"23,2",JOÃO PESSOA,Velocidade Incompatível,Colisão lateral,Com Vítimas Feridas,Plena Noite,Decrescente,Céu Claro,Dupla,Reta,Sim,2,0,1,0,1,0,1,2,"-7,162351","-34,860897",SR-PB,DEL14/1,UOP00/PB
121690,28/03/18,quarta-feira,18:10:00,PB,230,"243,7",JUAZEIRINHO,Desobediência às normas de trânsito pelo condutor,Colisão frontal,Com Vítimas Fatais,Plena Noite,Crescente,Nublado,Simples,Curva,Não,2,1,0,0,1,0,0,2,"-7,0689","-36,5893",SR-PB,DEL14/2,UOP02/PB
121763,29/03/18,quinta-feira,10:30:00,PB,230,"145,9",CAMPINA GRANDE,Não guardar distância de segurança,Colisão traseira,Sem Vítimas,Pleno dia,Crescente,Chuva,Dupla,Reta,Sim,3,0,0,0,3,0,0,2,"-7,24350573","-35,8567238",SR-PB,DEL14/2,UOP01/PB
121769,29/03/18,quinta-feira,10:40:00,PB,101,"62,1",SANTA RITA,Defeito na Via,Colisão com objeto estático,Com Vítimas Feridas,Pleno dia,Decrescente,Chuva,Dupla,Curva,Não,3,0,2,0,1,0,2,1,"-7,0289035","-35,0586876",SR-PB,DEL14/1,UOP03/PB
121771,29/03/18,quinta-feira,08:30:00,PB,230,108,INGÁ,Velocidade Incompatível,Saída de leito carroçável,Com Vítimas Fatais,Pleno dia,Crescente,Chuva,Dupla,Reta,Não,1,1,0,0,0,0,0,1,"-7,203","-35,5483",SR-PB,DEL14/1,UOP02/PB
