id,data_inversa,dia_semana,horário,uf,br,km,município,causa_acidente,tipo_acidente,classificacao_acidente,fase_dia,sentido_via,condicao_metereologica,tipo_pista,tracado_via,uso_solo,pessoas,mortos,feridos_leves,feridos_graves,ilesos,ignorados,feridos,veículos,latitude,longitude,regional,delegacia,uop
206608,01/05/19,quarta-feira,08:00:00,PB,230,"10,1",CABEDELO,Ingestão de álcool,Colisão com objeto estático,Sem Vítimas,Pleno dia,Crescente,Céu Claro,Dupla,Reta,Sim,1,0,0,0,0,1,0,1,"-7,0514","-34,8499",SR-PB,DEL14/1,UOP01/PB
206668,01/05/19,quarta-feira,17:30:00,PB,101,"89,5",JOÃO PESSOA,Desobediência às normas de trânsito pelo condutor,Colisão transversal,Com Vítimas Feridas,Anoitecer,Crescente,Céu Claro,Dupla,Não Informado,Sim,2,0,1,0,0,1,1,2,"-7,180229","-34,90058",SR-PB,DEL14/1,UOP01/PB
206698,01/05/19,quarta-feira,19:30:00,PB,101,"73,5",SANTA RITA,Falta de Atenção à Condução,Colisão com objeto estático,Com Vítimas Feridas,Plena Noite,Decrescente,Nublado,Dupla,Curva,Não,2,0,0,1,0,1,1,1,"-7,078282","-34,98824",SR-PB,DEL14/1,UOP03/PB
206712,01/05/19,quarta-feira,20:30:00,PB,230,"36,8",SANTA RITA,Desobediência Às normas de trânsito pelo pedestre,Atropelamento de Pedestre,Com Vítimas Feridas,Plena Noite,Crescente,Céu Claro,Dupla,Reta,Sim,3,0,0,1,2,0,1,1,"-7,1246","-34,9473",SR-PB,DEL14/1,UOP02/PB
209405,01/05/19,quarta-feira,07:05:00,PB,230,"69,9",SOBRADO,Falta de Atenção à Condução,Colisão com objeto estático,Sem Vítimas,Pleno dia,Crescente,Céu Claro,Dupla,Reta,Não,2,0,0,0,2,0,0,1,"-7,191773","-35,22495",SR-PB,DEL14/1,UOP02/PB
206737,02/05/19,quinta-feira,01:25:00,PB,230,33,BAYEUX,Ingestão de álcool,Colisão com objeto estático,Sem Vítimas,Plena Noite,Crescente,Céu Claro,Dupla,Reta,Não,1,0,0,0,1,0,0,1,"-7,1366","-34,9264",SR-PB,DEL14/1,UOP01/PB
206766,02/05/19,quinta-feira,08:00:00,PB,101,85,BAYEUX,Desobediência às normas de trânsito pelo condutor,Colisão traseira,Com Vítimas Feridas,Pleno dia,Decrescente,Sol,Dupla,Reta,Sim,2,0,1,0,1,0,1,2,"-7,146008","-34,91569",SR-PB,DEL14/1,UOP01/PB
206822,02/05/19,quinta-feira,13:19:00,PB,230,511,CAJAZEIRAS,Falta de Atenção à Condução,Colisão com objeto estático,Sem Vítimas,Pleno dia,Crescente,Céu Claro,Simples,Curva,Não,1,0,0,0,1,0,0,1,"-6,885606","-38,61704",SR-PB,DEL14/3,UOP03/PB
206875,02/05/19,quinta-feira,18:10:00,PB,230,5,CABEDELO,Falta de Atenção à Condução,Colisão traseira,Com Vítimas Feridas,Plena Noite,Crescente,Céu Claro,Simples,Reta,Não,2,0,1,0,1,0,1,2,"-7,009717","-34,83112",SR-PB,DEL14/1,UOP01/PB
206886,02/05/19,quinta-feira,19:30:00,PB,230,35,SANTA RITA,Velocidade Incompatível,Colisão traseira,Sem Vítimas,Plena Noite,Decrescente,Céu Claro,Dupla,Desvio Temporário,Sim,2,0,0,0,2,0,0,2,"-7,1268","-34,9412",SR-PB,DEL14/1,UOP03/PB
206905,02/05/19,quinta-feira,18:00:00,PB,230,"124,8",RIACHÃO DO BACAMARTE,Falta de Atenção à Condução,Saída de leito carroçável,Com Vítimas Feridas,Plena Noite,Decrescente,Céu Claro,Dupla,Desvio Temporário,Não,1,0,1,0,0,0,1,1,"-7,2465","-35,6751",SR-PB,DEL14/2,UOP01/PB
210970,02/05/19,quinta-feira,12:00:00,PB,101,118,CAAPORA,Falta de Atenção à Condução,Colisão lateral,Com Vítimas Feridas,Pleno dia,Decrescente,Céu Claro,Dupla,Desvio Temporário,Não,2,0,1,0,0,1,1,2,"-7,421282","-34,96208",SR-PB,DEL14/1,UOP01/PB
207034,03/05/19,sexta-feira,16:00:00,PB,230,162,CAMPINA GRANDE,Desobediência às normas de trânsito pelo condutor,Colisão traseira,Com Vítimas Feridas,Pleno dia,Decrescente,Céu Claro,Simples,Reta,Não,4,0,3,1,0,0,4,2,"-7,2277","-35,9439",SR-PB,DEL14/2,UOP01/PB
213178,03/05/19,sexta-feira,14:40:00,PB,230,"24,3",JOÃO PESSOA,Velocidade Incompatível,Colisão traseira,Com Vítimas Feridas,Pleno dia,Decrescente,Sol,Dupla,Viaduto,Sim,3,0,1,1,1,0,2,2,"-7,1637","-34,8618",SR-PB,DEL14/1,UOP01/PB
207199,04/05/19,sábado,10:30:00,PB,101,"26,3",MAMANGUAPE,Condutor Dormindo,Saída de leito carroçável,Com Vítimas Feridas,Pleno dia,Crescente,Céu Claro,Dupla,Reta,Não,1,0,1,0,0,0,1,1,"-6,716999","-35,11895",SR-PB,DEL14/1,UOP03/PB
207359,04/05/19,sábado,23:30:00,PB,101,82,SANTA RITA,Avarias e/ou desgaste excessivo no pneu,Colisão com objeto estático,Com Vítimas Feridas,Plena Noite,Decrescente,Nublado,Dupla,Reta,Sim,1,0,1,0,0,0,1,1,"-7,12911","-34,93714",SR-PB,DEL14/1,UOP01/PB
246329,04/05/19,sábado,11:10:00,PB,104,"116,8",LAGOA SECA,Falta de Atenção à Condução,Colisão transversal,Com Vítimas Feridas,Pleno dia,Decrescente,Céu Claro,Simples,Não Informado,Não,2,0,1,0,0,1,1,2,"-7,180221","-35,86481",SR-PB,DEL14/2,UOP04/PB
207380,05/05/19,domingo,04:00:00,PB,101,"92,4",JOÃO PESSOA,Defeito na Via,Colisão com objeto estático,Com Vítimas Feridas,Plena Noite,Decrescente,Chuva,Dupla,Não Informado,Sim,2,0,2,0,0,0,2,1,"-7,2039","-34,90803",SR-PB,DEL14/1,UOP01/PB
207470,05/05/19,domingo,16:20:00,PB,230,"60,1",CRUZ DO ESPÍRITO SANTO,Velocidade Incompatível,Colisão traseira,Com Vítimas Feridas,Pleno dia,Crescente,Céu Claro,Dupla,Reta,Não,5,0,1,0,4,0,1,2,"-7,201875","-35,15778",SR-PB,DEL14/1,UOP02/PB
207495,05/05/19,domingo,18:10:00,PB,230,"157,5",CAMPINA GRANDE,Ingestão de álcool,Colisão transversal,Com Vítimas Feridas,Plena Noite,Crescente,Céu Claro,Simples,Interseção de vias,Sim,2,0,1,0,1,0,1,2,"-7,264","-35,9199",SR-PB,DEL14/2,UOP01/PB
255134,05/05/19,domingo,23:15:00,PB,361,"106,3",ITAPORANGA,Desobediência às normas de trânsito pelo condutor,Colisão frontal,Com Vítimas Fatais,Plena Noite,Crescente,Céu Claro,Simples,Reta,Não,2,1,0,0,1,0,0,2,"-7,286416","-38,08551",SR-PB,DEL14/3,UOP01/PB
207566,06/05/19,segunda-feira,00:15:00,PB,230,153,CAMPINA GRANDE,Ingestão de álcool,Colisão lateral,Sem Vítimas,Plena Noite,Crescente,Céu Claro,Dupla,Interseção de vias,Não,2,0,0,0,2,0,0,2,"-7,2763","-35,8887",SR-PB,DEL14/2,UOP01/PB
207571,06/05/19,segunda-feira,04:30:00,PB,104,"133,3",CAMPINA GRANDE,Condutor Dormindo,Capotamento,Com Vítimas Feridas,Plena Noite,Crescente,Céu Claro,Simples,Reta,Não,1,0,1,0,0,0,1,1,"-7,334495","-35,89813",SR-PB,DEL14/2,UOP03/PB
207642,06/05/19,segunda-feira,12:00:00,PB,104,"159,8",BARRA DE SANTANA,Velocidade Incompatível,Saída de leito carroçável,Com Vítimas Feridas,Pleno dia,Crescente,Céu Claro,Simples,Reta,Não,3,0,1,0,2,0,1,1,"-7,513701","-35,97848",SR-PB,DEL14/2,UOP03/PB
207667,06/05/19,segunda-feira,16:00:00,PB,230,20,JOÃO PESSOA,Falta de Atenção à Condução,Queda de ocupante de veículo,Com Vítimas Feridas,Pleno dia,Decrescente,Céu Claro,Dupla,Reta,Sim,1,0,1,0,0,0,1,1,"-7,1337","-34,8544",SR-PB,DEL14/1,UOP01/PB
207688,06/05/19,segunda-feira,18:10:00,PB,230,"28,9",JOÃO PESSOA,Falta de Atenção do Pedestre,Atropelamento de Pedestre,Com Vítimas Fatais,Plena Noite,Decrescente,Céu Claro,Dupla,Reta,Sim,2,1,0,0,1,0,0,1,"-7,162633","-34,90262",SR-PB,DEL14/1,UOP01/PB
214500,06/05/19,segunda-feira,11:25:00,PB,230,17,JOÃO PESSOA,Desobediência às normas de trânsito pelo condutor,Colisão transversal,Com Vítimas Feridas,Pleno dia,Crescente,Sol,Dupla,Retorno Regulamentado,Sim,2,0,1,0,1,0,1,2,"-7,1121","-34,8426",SR-PB,DEL14/1,UOP01/PB
207769,07/05/19,terça-feira,09:15:00,PB,101,"82,8",BAYEUX,Falta de Atenção à Condução,Colisão traseira,Sem Vítimas,Pleno dia,Crescente,Chuva,Dupla,Viaduto,Sim,3,0,0,0,3,0,0,2,"-7,12911","-34,93714",SR-PB,DEL14/1,UOP01/PB
207799,07/05/19,terça-feira,12:30:00,PB,230,"432,7",POMBAL,Velocidade Incompatível,Saída de leito carroçável,Com Vítimas Feridas,Pleno dia,Decrescente,Céu Claro,Simples,Desvio Temporário,Não,2,0,0,1,0,1,1,1,"-6,7447","-37,9609",SR-PB,DEL14/3,UOP02/PB
207830,07/05/19,terça-feira,14:00:00,PB,104,"109,9",LAGOA SECA,Não guardar distância de segurança,Colisão traseira,Com Vítimas Feridas,Pleno dia,Crescente,Céu Claro,Simples,Desvio Temporário,Não,4,0,3,0,0,1,3,2,"-7,119979","-35,86415",SR-PB,DEL14/2,UOP04/PB
207835,07/05/19,terça-feira,15:20:00,PB,230,14,CABEDELO,Não guardar distância de segurança,Colisão traseira,Com Vítimas Feridas,Pleno dia,Decrescente,Nublado,Múltipla,Não Informado,Sim,2,0,1,0,1,0,1,2,"-7,0844","-34,8488",SR-PB,DEL14/1,UOP01/PB
207852,07/05/19,terça-feira,18:00:00,PB,230,"106,5",INGÁ,Condutor Dormindo,Queda de ocupante de veículo,Com Vítimas Feridas,Plena Noite,Decrescente,Céu Claro,Dupla,Curva,Não,1,0,1,0,0,0,1,1,"-7,204534","-35,53818",SR-PB,DEL14/1,UOP02/PB
207922,08/05/19,quarta-feira,01:30:00,PB,101,123,CAAPORA,Falta de Atenção à Condução,Colisão com objeto estático,Com Vítimas Feridas,Plena Noite,Decrescente,Chuva,Dupla,Curva,Não,1,0,1,0,0,0,1,1,"-7,458991","-34,98029",SR-PB,DEL14/1,UOP01/PB
208053,08/05/19,quarta-feira,19:10:00,PB,230,28,JOÃO PESSOA,Falta de Atenção à Condução,Colisão transversal,Com Vítimas Feridas,Plena Noite,Decrescente,Céu Claro,Dupla,Reta,Sim,2,0,2,0,0,0,2,2,"-7,1651","-34,8941",SR-PB,DEL14/1,UOP01/PB
208066,08/05/19,quarta-feira,17:30:00,PB,230,"451,4",APARECIDA,Falta de Atenção à Condução,Saída de leito carroçável,Com Vítimas Feridas,Plena Noite,Crescente,Chuva,Simples,Reta,Não,1,0,1,0,0,0,1,1,"-6,7854","-38,1189",SR-PB,DEL14/3,UOP03/PB
208122,09/05/19,quinta-feira,07:30:00,PB,230,"25,9",JOÃO PESSOA,Falta de Atenção à Condução,Colisão traseira,Sem Vítimas,Pleno dia,Crescente,Chuva,Dupla,Não Informado,Sim,2,0,0,0,1,1,0,2,"-7,1707","-34,8684",SR-PB,DEL14/1,UOP01/PB
208140,09/05/19,quinta-feira,08:30:00,PB,101,110,ALHANDRA,Desobediência às normas de trânsito pelo condutor,Colisão transversal,Com Vítimas Feridas,Pleno dia,Crescente,Chuva,Dupla,Retorno Regulamentado,Sim,2,0,1,0,0,1,1,2,"-7,352556","-34,94941",SR-PB,DEL14/1,UOP01/PB
208183,09/05/19,quinta-feira,13:30:00,PB,104,"77,8",REMIGIO,Mal Súbito,Saída de leito carroçável,Com Vítimas Fatais,Pleno dia,Crescente,Céu Claro,Simples,Reta,Não,2,1,0,0,1,0,0,1,"-6,912579","-35,8593",SR-PB,DEL14/2,UOP04/PB
208215,09/05/19,quinta-feira,17:30:00,PB,230,"21,3",JOÃO PESSOA,Desobediência às normas de trânsito pelo condutor,Colisão lateral,Com Vítimas Feridas,Anoitecer,Crescente,Céu Claro,Dupla,Reta,Não,4,0,3,0,1,0,3,2,"-7,1415","-34,8519",SR-PB,DEL14/1,UOP01/PB
208242,09/05/19,quinta-feira,18:00:00,PB,104,"142,5",QUEIMADAS,Ingestão de álcool,Atropelamento de Pedestre,Com Vítimas Feridas,Plena Noite,Decrescente,Nublado,Simples,Não Informado,Não,3,0,0,1,0,2,1,1,"-7,391631","-35,89721",SR-PB,DEL14/2,UOP03/PB
208308,10/05/19,sexta-feira,02:30:00,PB,230,"34,7",BAYEUX,Falta de Atenção à Condução,Saída de leito carroçável,Com Vítimas Feridas,Plena Noite,Crescente,Céu Claro,Dupla,Reta,Sim,1,0,1,0,0,0,1,1,"-7,131","-34,9332",SR-PB,DEL14/1,UOP01/PB
208319,10/05/19,sexta-feira,04:10:00,PB,230,"190,7",POCINHOS,Ingestão de álcool,Colisão com objeto estático,Com Vítimas Feridas,Plena Noite,Decrescente,Garoa/Chuvisco,Simples,Ponte,Não,1,0,1,0,0,0,1,1,"-7,1361","-36,153",SR-PB,DEL14/2,UOP02/PB
208335,10/05/19,sexta-feira,07:00:00,PB,230,"458,9",SOUSA,Falta de Atenção à Condução,Colisão transversal,Com Vítimas Fatais,Pleno dia,Decrescente,Sol,Simples,Interseção de vias,Não,2,1,0,0,1,0,0,2,"-6,774784","-38,20164",SR-PB,DEL14/3,UOP03/PB
208427,10/05/19,sexta-feira,16:00:00,PB,230,"35,2",SANTA RITA,Ingestão de álcool,Atropelamento de Pedestre,Com Vítimas Feridas,Pleno dia,Decrescente,Céu Claro,Dupla,Não Informado,Sim,2,0,0,1,1,0,1,1,"-7,126431","-34,94939",SR-PB,DEL14/1,UOP03/PB
208444,10/05/19,sexta-feira,18:10:00,PB,101,95,CONDE,Objeto estático sobre o leito carroçável,Queda de ocupante de veículo,Com Vítimas Feridas,Plena Noite,Decrescente,Céu Claro,Dupla,Curva,Não,2,0,2,0,0,0,2,1,"-7,223794","-34,91488",SR-PB,DEL14/1,UOP01/PB
208456,10/05/19,sexta-feira,17:10:00,PB,230,10,CABEDELO,Não guardar distância de segurança,Engavetamento,Com Vítimas Feridas,Anoitecer,Decrescente,Céu Claro,Dupla,Reta,Sim,3,0,1,1,0,1,2,3,"-7,071093","-34,84965",SR-PB,DEL14/1,UOP01/PB
208481,10/05/19,sexta-feira,20:15:00,PB,230,24,JOÃO PESSOA,Desobediência Às normas de trânsito pelo pedestre,Atropelamento de Pedestre,Com Vítimas Feridas,Plena Noite,Crescente,Céu Claro,Dupla,Reta,Sim,2,0,0,2,0,0,2,1,"-7,1637","-34,8618",SR-PB,DEL14/1,UOP01/PB
208511,10/05/19,sexta-feira,21:00:00,PB,230,"48,6",SANTA RITA,Desobediência às normas de trânsito pelo condutor,Tombamento,Com Vítimas Feridas,Plena Noite,Decrescente,Céu Claro,Dupla,Reta,Não,2,0,0,1,0,1,1,1,"-7,179695","-35,04715",SR-PB,DEL14/1,UOP02/PB
208620,11/05/19,sábado,09:30:00,PB,101,"98,6",ALHANDRA,Animais na Pista,Engavetamento,Com Vítimas Feridas,Pleno dia,Decrescente,Sol,Dupla,Reta,Não,6,0,1,0,5,0,1,5,"-7,255215","-34,93427",SR-PB,DEL14/1,UOP01/PB
214167,11/05/19,sábado,08:50:00,PB,101,99,ALHANDRA,Falta de Atenção à Condução,Colisão transversal,Com Vítimas Feridas,Pleno dia,Decrescente,Céu Claro,Dupla,Retorno Regulamentado,Sim,2,0,1,0,1,0,1,2,"-7,246923","-34,93114",SR-PB,DEL14/1,UOP01/PB
208838,12/05/19,domingo,01:30:00,PB,101,"60,3",SANTA RITA,Ingestão de álcool,Saída de leito carroçável,Com Vítimas Feridas,Plena Noite,Decrescente,Ignorado,Dupla,Não Informado,Não,1,0,1,0,0,0,1,1,"-7,001414","-35,0646",SR-PB,DEL14/1,UOP03/PB
208893,12/05/19,domingo,09:05:00,PB,101,87,JOÃO PESSOA,Falta de Atenção à Condução,Colisão traseira,Com Vítimas Feridas,Pleno dia,Decrescente,Céu Claro,Dupla,Não Informado,Sim,2,0,1,0,1,0,1,2,"-7,158868","-34,90629",SR-PB,DEL14/1,UOP01/PB
209131,12/05/19,domingo,21:40:00,PB,230,22,JOÃO PESSOA,Falta de Atenção à Condução,Colisão traseira,Com Vítimas Fatais,Plena Noite,Decrescente,Céu Claro,Dupla,Reta,Sim,2,1,0,0,1,0,0,2,"-7,1495","-34,8517",SR-PB,DEL14/1,UOP01/PB
209134,12/05/19,domingo,21:38:00,PB,230,"35,4",SANTA RITA,Falta de Atenção do Pedestre,Atropelamento de Pedestre,Com Vítimas Feridas,Plena Noite,Decrescente,Nublado,Simples,Desvio Temporário,Sim,2,0,2,0,0,0,2,1,"-7,1268","-34,9412",SR-PB,DEL14/1,UOP03/PB
209153,12/05/19,domingo,23:43:00,PB,230,"69,4",SOBRADO,Condutor Dormindo,Colisão traseira,Sem Vítimas,Plena Noite,Decrescente,Céu Claro,Dupla,Reta,Não,3,0,0,0,3,0,0,2,"-7,1887","-35,2151",SR-PB,DEL14/1,UOP02/PB
209159,12/05/19,domingo,23:40:00,PB,230,11,CABEDELO,Falta de Atenção à Condução,Colisão traseira,Com Vítimas Feridas,Plena Noite,Crescente,Céu Claro,Simples,Reta,Sim,7,0,0,2,0,5,2,2,"-7,0596","-34,8506",SR-PB,DEL14/1,UOP01/PB
210789,12/05/19,domingo,17:00:00,PB,230,"32,9",BAYEUX,Falta de Atenção à Condução,Engavetamento,Com Vítimas Feridas,Pleno dia,Decrescente,Céu Claro,Simples,Reta,Sim,8,0,1,0,5,2,1,7,"-7,143","-34,9192",SR-PB,DEL14/1,UOP01/PB
216286,12/05/19,domingo,02:55:00,PB,101,"63,1",SANTA RITA,Falta de Atenção à Condução,Colisão com objeto estático,Sem Vítimas,Plena Noite,Decrescente,Céu Claro,Dupla,Reta,Não,1,0,0,0,0,1,0,1,"-7,027109","-35,0599",SR-PB,DEL14/1,UOP03/PB
216366,12/05/19,domingo,21:20:00,PB,427,"36,5",POMBAL,Animais na Pista,Atropelamento de Animal,Com Vítimas Feridas,Plena Noite,Decrescente,Céu Claro,Simples,Reta,Não,1,0,0,1,0,0,1,1,"-6,761367","-37,78089",SR-PB,DEL14/3,UOP02/PB
209233,13/05/19,segunda-feira,07:25:00,PB,230,23,JOÃO PESSOA,Não guardar distância de segurança,Colisão traseira,Sem Vítimas,Pleno dia,Decrescente,Céu Claro,Dupla,Viaduto,Sim,3,0,0,0,3,0,0,3,"-7,1562","-34,8574",SR-PB,DEL14/1,UOP01/PB
209273,13/05/19,segunda-feira,08:20:00,PB,230,"131,4",MASSARANDUBA,Defeito Mecânico no Veículo,Colisão com objeto estático,Sem Vítimas,Pleno dia,Crescente,Céu Claro,Dupla,Curva,Não,1,0,0,0,1,0,0,1,"-7,2746","-35,7269",SR-PB,DEL14/2,UOP01/PB
209307,13/05/19,segunda-feira,12:20:00,PB,230,"160,5",CAMPINA GRANDE,Falta de Atenção à Condução,Colisão transversal,Com Vítimas Feridas,Pleno dia,Decrescente,Céu Claro,Simples,Reta,Não,4,0,3,0,1,0,3,2,"-7,2436","-35,9375",SR-PB,DEL14/2,UOP01/PB
209382,13/05/19,segunda-feira,20:45:00,PB,230,29,JOÃO PESSOA,Desobediência às normas de trânsito pelo condutor,Colisão traseira,Sem Vítimas,Pleno dia,Decrescente,Céu Claro,Dupla,Não Informado,Sim,2,0,0,0,1,1,0,2,"-7,1622","-34,9031",SR-PB,DEL14/1,UOP01/PB
209465,14/05/19,terça-feira,10:30:00,PB,230,28,JOÃO PESSOA,Falta de Atenção à Condução,Saída de leito carroçável,Com Vítimas Feridas,Pleno dia,Crescente,Céu Claro,Dupla,Curva,Sim,1,0,1,0,0,0,1,1,"-7,1651","-34,8941",SR-PB,DEL14/1,UOP01/PB
209540,14/05/19,terça-feira,18:25:00,PB,230,"18,2",JOÃO PESSOA,Desobediência às normas de trânsito pelo condutor,Colisão traseira,Com Vítimas Feridas,Plena Noite,Decrescente,Céu Claro,Dupla,Não Informado,Sim,4,0,3,0,0,1,3,4,"-7,1198","-34,8453",SR-PB,DEL14/1,UOP01/PB
209605,15/05/19,quarta-feira,07:14:00,PB,104,117,LAGOA SECA,Não guardar distância de segurança,Colisão traseira,Com Vítimas Feridas,Pleno dia,Crescente,Céu Claro,Simples,Reta,Sim,2,0,1,0,1,0,1,2,"-7,190307","-35,86737",SR-PB,DEL14/2,UOP04/PB
209650,15/05/19,quarta-feira,12:00:00,PB,230,"1,5",CABEDELO,Desobediência às normas de trânsito pelo condutor,Colisão transversal,Com Vítimas Feridas,Pleno dia,Decrescente,Céu Claro,Simples,Reta,Sim,2,0,1,0,1,0,1,2,"-6,9753","-34,8318",SR-PB,DEL14/1,UOP01/PB
209668,15/05/19,quarta-feira,12:45:00,PB,104,113,LAGOA SECA,Ingestão de álcool,Colisão traseira,Sem Vítimas,Pleno dia,Crescente,Céu Claro,Simples,Reta,Sim,2,0,0,0,2,0,0,2,"-7,153426","-35,85242",SR-PB,DEL14/2,UOP04/PB
209916,16/05/19,quinta-feira,18:20:00,PB,230,"1,3",CABEDELO,Ingestão de álcool,Colisão traseira,Sem Vítimas,Plena Noite,Decrescente,Céu Claro,Simples,Reta,Sim,2,0,0,0,2,0,0,2,"-6,9753","-34,8318",SR-PB,DEL14/1,UOP01/PB
209950,16/05/19,quinta-feira,23:30:00,PB,230,"338,8",PATOS,Ingestão de álcool,Tombamento,Com Vítimas Feridas,Plena Noite,Decrescente,Céu Claro,Dupla,Reta,Sim,1,0,1,0,0,0,1,1,"-7,007","-37,2906",SR-PB,DEL14/3,UOP01/PB
217187,16/05/19,quinta-feira,18:10:00,PB,230,"74,5",SOBRADO,Não guardar distância de segurança,Colisão traseira,Sem Vítimas,Plena Noite,Crescente,Céu Claro,Dupla,Reta,Não,2,0,0,0,2,0,0,2,"-7,1894","-35,2596",SR-PB,DEL14/1,UOP02/PB
209958,17/05/19,sexta-feira,00:40:00,PB,104,98,ESPERANÇA,Animais na Pista,Atropelamento de Animal,Com Vítimas Fatais,Plena Noite,Decrescente,Nevoeiro/Neblina,Simples,Reta,Não,1,1,0,0,0,0,0,1,"-7,028032","-35,85657",SR-PB,DEL14/2,UOP04/PB
210102,17/05/19,sexta-feira,17:10:00,PB,101,80,JOÃO PESSOA,Velocidade Incompatível,Saída de leito carroçável,Com Vítimas Feridas,Anoitecer,Crescente,Céu Claro,Dupla,Reta,Sim,1,0,1,0,0,0,1,1,"-7,117537","-34,94951",SR-PB,DEL14/1,UOP03/PB
210225,18/05/19,sábado,05:40:00,PB,230,"509,9",CAJAZEIRAS,Pista Escorregadia,Saída de leito carroçável,Com Vítimas Feridas,Amanhecer,Crescente,Chuva,Simples,Não Informado,Não,2,0,0,1,1,0,1,1,"-6,8931","-38,5804",SR-PB,DEL14/3,UOP03/PB
210317,18/05/19,sábado,15:40:00,PB,230,"441,5",APARECIDA,Ingestão de álcool,Saída de leito carroçável,Com Vítimas Feridas,Pleno dia,Crescente,Céu Claro,Simples,Reta,Não,2,0,2,0,0,0,2,1,"-6,7712","-38,0327",SR-PB,DEL14/3,UOP02/PB
210387,18/05/19,sábado,18:00:00,PB,230,"483,7",SÃO JOÃO DO RIO DO PEIXE,Avarias e/ou desgaste excessivo no pneu,Queda de ocupante de veículo,Com Vítimas Feridas,Anoitecer,Decrescente,Céu Claro,Simples,Reta,Não,2,0,0,2,0,0,2,1,"-6,8536","-38,3662",SR-PB,DEL14/3,UOP03/PB
210390,18/05/19,sábado,22:15:00,PB,230,"137,9",CAMPINA GRANDE,Ingestão de álcool,Capotamento,Com Vítimas Feridas,Plena Noite,Decrescente,Céu Claro,Dupla,Não Informado,Não,2,0,1,0,1,0,1,1,"-7,2766","-35,7739",SR-PB,DEL14/2,UOP01/PB
216336,18/05/19,sábado,21:15:00,PB,230,"1,4",CABEDELO,Ingestão de álcool,Colisão traseira,Com Vítimas Feridas,Plena Noite,Crescente,Nublado,Simples,Reta,Sim,2,0,1,0,1,0,1,2,"-6,9753","-34,8318",SR-PB,DEL14/1,UOP01/PB
210410,19/05/19,domingo,01:30:00,PB,101,"88,4",JOÃO PESSOA,Falta de Atenção do Pedestre,Atropelamento de Pedestre,Com Vítimas Fatais,Plena Noite,Crescente,Céu Claro,Dupla,Reta,Sim,2,1,0,0,0,1,0,1,"-7,1647","-34,89994",SR-PB,DEL14/1,UOP01/PB
210440,19/05/19,domingo,06:55:00,PB,230,"14,2",CABEDELO,Não guardar distância de segurança,Colisão traseira,Sem Vítimas,Pleno dia,Decrescente,Céu Claro,Dupla,Reta,Sim,2,0,0,0,2,0,0,2,"-7,093791","-34,84806",SR-PB,DEL14/1,UOP01/PB
210492,19/05/19,domingo,12:15:00,PB,230,13,CABEDELO,Desobediência às normas de trânsito pelo condutor,Colisão lateral,Com Vítimas Feridas,Pleno dia,Decrescente,Céu Claro,Dupla,Reta,Sim,2,0,1,0,1,0,1,2,"-7,086405","-34,84862",SR-PB,DEL14/1,UOP01/PB
210508,19/05/19,domingo,12:55:00,PB,230,66,SÃO MIGUEL DE TAIPU,Avarias e/ou desgaste excessivo no pneu,Saída de leito carroçável,Com Vítimas Feridas,Pleno dia,Crescente,Chuva,Dupla,Curva,Não,1,0,1,0,0,0,1,1,"-7,1874","-35,1889",SR-PB,DEL14/1,UOP02/PB
210514,19/05/19,domingo,14:20:00,PB,230,"135,9",CAMPINA GRANDE,Velocidade Incompatível,Saída de leito carroçável,Com Vítimas Feridas,Pleno dia,Crescente,Chuva,Dupla,Curva,Não,2,0,1,0,1,0,1,1,"-7,277046","-35,77291",SR-PB,DEL14/2,UOP01/PB
210561,19/05/19,domingo,15:00:00,PB,230,47,SANTA RITA,Agressão Externa,Colisão traseira,Sem Vítimas,Pleno dia,Crescente,Nublado,Dupla,Reta,Não,2,0,0,0,0,2,0,2,"-7,1685","-35,032",SR-PB,DEL14/1,UOP02/PB
210629,20/05/19,segunda-feira,01:30:00,PB,101,"48,8",MAMANGUAPE,Ingestão de álcool,Saída de leito carroçável,Com Vítimas Feridas,Plena Noite,Crescente,Chuva,Dupla,Reta,Não,3,0,2,0,1,0,2,1,"-6,906795","-35,11706",SR-PB,DEL14/1,UOP03/PB
210647,20/05/19,segunda-feira,06:30:00,PB,230,"22,2",JOÃO PESSOA,Falta de Atenção à Condução,Queda de ocupante de veículo,Com Vítimas Feridas,Pleno dia,Decrescente,Chuva,Dupla,Reta,Sim,2,0,2,0,0,0,2,1,"-7,1495","-34,8517",SR-PB,DEL14/1,UOP01/PB
210698,20/05/19,segunda-feira,10:45:00,PB,101,30,MAMANGUAPE,Defeito Mecânico no Veículo,Tombamento,Com Vítimas Feridas,Pleno dia,Decrescente,Nublado,Dupla,Retorno Regulamentado,Não,2,0,2,0,0,0,2,1,"-6,748999","-35,13378",SR-PB,DEL14/1,UOP03/PB
210728,20/05/19,segunda-feira,13:00:00,PB,230,"352,9",PATOS,Falta de Atenção à Condução,Saída de leito carroçável,Com Vítimas Feridas,Pleno dia,Crescente,Nublado,Simples,Interseção de vias,Não,2,0,1,0,0,1,1,2,"-6,9461","-37,4033",SR-PB,DEL14/3,UOP01/PB
